  PERMNO        date            RET        vwretd        ewretd        sprtrn
   90319    20140923      -0.010196     -0.005988     -0.005323     -0.005776
   90319    20140924       0.012247      0.007101      0.004422      0.007832
   90319    20140925      -0.022008     -0.015545     -0.011671     -0.016169
   90319    20140926       0.004528      0.008406      0.005848      0.008576
   90319    20140929      -0.000153     -0.002414     -0.001783     -0.002547
   90319    20140930       0.001021     -0.004084     -0.006147     -0.002786
   90319    20141001      -0.014922     -0.012914     -0.012712     -0.013249
   90319    20141002       0.002157      0.000767      0.003224      0.000005
   90319    20141003       0.009245      0.009101      0.004718      0.011166
   90319    20141006       0.002610     -0.001584     -0.003940     -0.001565
   90319    20141007      -0.023274     -0.014988     -0.012748     -0.015126
   90319    20141008       0.016792      0.015880      0.009494      0.017462
   90319    20141009      -0.022150     -0.021200     -0.019852     -0.020661
   90319    20141010      -0.027365     -0.013329     -0.013074     -0.011451
   90319    20141013      -0.018804     -0.015504     -0.007357     -0.016468
   90319    20141014       0.007233      0.002339      0.002958      0.001579
   90319    20141015      -0.014507     -0.004496      0.002839     -0.008100
   90319    20141016      -0.007046      0.003834      0.011545      0.000145
   90319    20141017      -0.025982      0.010804      0.003826      0.012884
   90319    20141020       0.017993      0.009253      0.008011      0.009143
   90319    20141021       0.010613      0.019222      0.013127      0.019574
   90319    20141022       0.008661     -0.008872     -0.009154     -0.007299
   90319    20141023       0.020196      0.012250      0.010159      0.012303
   90319    20141024      -0.008579      0.006014      0.001939      0.007053
   90319    20141027       0.001785     -0.002165     -0.003801     -0.001502
   90319    20141028       0.016476      0.013728      0.016580      0.011939
   90319    20141029      -0.000877     -0.002239     -0.002074     -0.001385
   90319    20141030       0.003259      0.004969      0.003778      0.006230
   90319    20141031       0.013565      0.011525      0.009145      0.011731
   90319    20141103      -0.007220     -0.000676     -0.001684     -0.000119
   90319    20141104       0.000745     -0.004623     -0.005727     -0.002830
   90319    20141105      -0.014605      0.004883      0.001037      0.005701
   90319    20141106      -0.007663      0.003804      0.002064      0.003776
   90319    20141107       0.000236      0.001992      0.003703      0.000350
   90319    20141110       0.011616      0.002730      0.001480      0.003120
   90319    20141111       0.005482      0.001133      0.000563      0.000697
   90319    20141112      -0.005416      0.000554      0.002474     -0.000701
   90319    20141113      -0.003242     -0.000933     -0.006239      0.000530
   90319    20141114      -0.002246      0.001343      0.001907      0.000240
   90319    20141117      -0.015400     -0.000220     -0.004405      0.000735
   90319    20141118      -0.003897      0.005510      0.004301      0.005134
   90319    20141119       0.004940     -0.002369     -0.006283     -0.001501
   90319    20141120      -0.006287      0.003290      0.006490      0.001967
   90319    20141121       0.003917      0.005319      0.004875      0.005237
   90319    20141124       0.002913      0.003181      0.004896      0.002864
   90319    20141125       0.003196     -0.000405     -0.000241     -0.001150
   90319    20141126      -0.002731      0.002803      0.002520      0.002806
   90319    20141128       0.002465     -0.006080     -0.013253     -0.002542
   90319    20141201      -0.017174     -0.008985     -0.013735     -0.006829
   90319    20141202      -0.001964      0.005875      0.005457      0.006384
   90319    20141203      -0.003008      0.005226      0.005991      0.003765
   90319    20141204       0.010448     -0.002140     -0.004154     -0.001162
   90319    20141205      -0.026724      0.001452      0.002811      0.001665
   90319    20141208       0.005018     -0.009467     -0.014340     -0.007257
   90319    20141209       0.010137      0.001712      0.008818     -0.000238
   90319    20141210      -0.015053     -0.017423     -0.016875     -0.016351
   90319    20141211       0.007708      0.004088      0.001751      0.004536
   90319    20141212      -0.019921     -0.015221     -0.010083     -0.016214
   90319    20141215      -0.010872     -0.007675     -0.011454     -0.006343
   90319    20141216      -0.034274     -0.005844     -0.001292     -0.008489
   90319    20141217       0.016641      0.021779      0.022401      0.020352
   90319    20141218       0.016132      0.021536      0.014705      0.024015
   90319    20141219       0.010532      0.004598      0.005261      0.004570
   90319    20141222       0.023575      0.003256      0.001511      0.003810
   90319    20141223       0.012155      0.002200      0.000876      0.001746
   90319    20141224      -0.003415      0.000586      0.002258     -0.000139
   90319    20141226       0.008549      0.003668      0.004966      0.003310
   90319    20141229      -0.007774      0.001236      0.000076      0.000862
   90319    20141230      -0.003778     -0.004281     -0.001811     -0.004889
   90319    20141231      -0.008631     -0.008785     -0.001037     -0.010311
